name,gender,wikipedia_page,award_comb,state,first_honours_date,first_honours_year,pre_post_wikipedia,wikipedia_url,wikipedia_page_id,award_id,wp_creation_date,honours_date,wikipedia_creation_year,honours_year,award_name,announcement_event,division,citation,person_description,number_of_honours,new_honours_date,new_honours_year,wp_creation_year,time_diff,year_diff,wikipedia_week,new_honours_week,week_diff
Robert Marsden Hope,Male,Yes,AC,NSW,1989-01-25,1989,Pre,https://en.wikipedia.org/wiki/Robert_Marsden_Hope,16960313,882241,2008-04-16,1989-01-25,2008,1989,Companion of the Order of Australia,Australia Day 1989 Honours List,G,"For service to the law, to government, to learning and conservation.",Australian judge,1,2001-01-15,2001,2008,2648,7,2008-W16,2001-W03,378
"Robert May, Baron May of Oxford",Male,Yes,AC,Other,1998-01-25,1998,Pre,"https://en.wikipedia.org/wiki/Robert_May,_Baron_May_of_Oxford",523629,885929,2004-03-14,1998-01-25,2004,1998,Companion of the Order of Australia,Australia Day 1998 Honours List,G,"FOR SERVICE TO SCIENCE AND SCIENTIFIC RESEARCH, PARTICULARLY IN THE AREA OF BIOLOGICAL CONSERVATION INVOLVING THE INTERACTION BETWEEN POPULATION, RESOURCES AND THE ENVIRONMENT, TO SCHOLARSHIP AND TO THE FORMULATION OF SCIENCE POLICY. ZOOLOGY DEPARTMENT, O",Australian scientist who has been Chief Scientific Adviser to the UK Government (1936-2020),1,2001-01-15,2001,2004,1154,3,2004-W11,2001-W03,164
Robert McClelland (Australian politician),Male,Yes,AO,NSW,2022-06-13,2022,Post,https://en.wikipedia.org/wiki/Robert_McClelland_(Australian_politician),581444,2011366,2004-04-07,2022-06-13,2004,2022,Officer of the Order of Australia,The Queen's Birthday 2022 Honours List,G,"For distinguished service to the people and Parliament of Australia, to the law, social justice and law reform.",Australian politician,1,2022-06-13,2022,2004,-6641,-18,2004-W15,2022-W24,-949
Robert Menzies,Male,Yes,ADK,VIC,1976-06-06,1976,Pre,https://en.wikipedia.org/wiki/Robert_Menzies,25839,884342,2001-08-18,1976-06-06,2001,1976,Knight of the Order of Australia,The Queen's Birthday 1976 Honours List,G,For extraordinary and pre-eminent achievement and merit in the field of government.,"Australian politician, 12th Prime Minister of Australia (1894-1978)",1,2001-01-15,2001,2001,215,0,2001-W33,2001-W03,30
Robert Morris-Nunn,Male,Yes,AM,TAS,2017-01-25,2017,Post,https://en.wikipedia.org/wiki/Robert_Morris-Nunn,46612106,1154768,2015-05-05,2017-01-25,2015,2017,Member of the Order of Australia,Australia Day 2017 Honours List,G,"For significant service to commercial architecture in Tasmania, to tertiary education, to professional institutes, and as a role model.",Australian architect,1,2017-01-25,2017,2015,-631,-2,2015-W19,2017-W04,-91
Robert Nicholson (judge),Male,Yes,AO,WA,2002-01-25,2002,Post,https://en.wikipedia.org/wiki/Robert_Nicholson_(judge),4780240,1132173,2006-04-17,2002-01-25,2006,2002,Officer of the Order of Australia,Australia Day 2002 Honours List,G,"For service to the judiciary and to the law, to education, particularly in the area of university administration, and to the community.",Australian judge,1,2002-01-25,2002,2006,1543,4,2006-W16,2002-W04,220
Robert O'Neill (historian),Male,Yes,AO,Other,1988-01-25,1988,Pre,https://en.wikipedia.org/wiki/Robert_O%27Neill_(historian),9301787,882057,2007-02-04,1988-01-25,2007,1988,Officer of the Order of Australia,Australia Day 1988 Honours List,G,AO AD88. FOR SERVICE TO INTERNATIONAL RELATIONS AND TO REDUCATION. ALL SOULS COLLEGE OXFORD OXI 4AL ENGLAND,Australian academic,1,2001-01-15,2001,2007,2211,6,2007-W05,2001-W03,315
Robert Oatey,Male,Yes,OAM,SA,2008-01-25,2008,Post,https://en.wikipedia.org/wiki/Robert_Oatey,43007125,1137753,2014-06-09,2008-01-25,2014,2008,Medal of the Order of Australia,Australia Day 2008 Honours List,G,For service to Australian Rules football as a coach and as a contributor to the development of younger players.,Australian footballer and coach (1942-2019),1,2008-01-25,2008,2014,2327,6,2014-W24,2008-W04,332
Robert Penfold,Male,Yes,AM,Other,2020-01-25,2020,Post,https://en.wikipedia.org/wiki/Robert_Penfold,29116592,2005873,2010-10-09,2020-01-25,2010,2020,Member of the Order of Australia,Australia Day 2020 Honours List,G,"For significant service to the broadcast media, and to journalism.",Australian journalist,1,2020-01-25,2020,2010,-3395,-10,2010-W40,2020-W04,-485
Robert Raymond,Male,Yes,OAM,NSW,1998-01-25,1998,Pre,https://en.wikipedia.org/wiki/Robert_Raymond,11956597,870604,2007-06-26,1998-01-25,2007,1998,Medal of the Order of Australia,Australia Day 1998 Honours List,G,"FOR SERVICE TO THE MEDIA AND TELEVISION INDUSTRY, PARTICULARLY AS A DIRECTOR AND PRODUCER OF TELEVISION DOCUMENTARIES AND PUBLIC AFFAIRS PROGRAMS. OAM S14 1998",Australian journalist (1922-2003),1,2001-01-15,2001,2007,2353,6,2007-W26,2001-W03,336
Robert Redlich,Male,Yes,AM,VIC,2020-06-06,2020,Post,https://en.wikipedia.org/wiki/Robert_Redlich,40708921,2007158,2013-10-05,2020-06-06,2013,2020,Member of the Order of Australia,The Queen's Birthday 2020 Honours List,G,"For significant service to the law, and to the judiciary, to professional groups, and to the community.",Australian judge,1,2020-06-06,2020,2013,-2436,-7,2013-W40,2020-W23,-348
Robert Richardson (RAAF officer),Male,Yes,AO,Other,1995-01-25,1995,Pre,https://en.wikipedia.org/wiki/Robert_Richardson_(RAAF_officer),42272926,879406,2014-03-22,1995-01-25,2014,1995,Officer of the Order of Australia,Australia Day 1995 Honours List,M,AO/FOR OUTSTANDING SERVICE TO THE ROYAL AUSTRALIAN AIR FORCE AS THE AIR OFFICER COMMANDING TRAINING COMMAND. AUSTRALIA DAY 1995,Royal Australian Air Force commander,1,2001-01-15,2001,2014,4814,13,2014-W12,2001-W03,687
Robert Solomon (politician),Male,Yes,AM,NSW,2010-06-13,2010,Post,https://en.wikipedia.org/wiki/Robert_Solomon_(politician),20130616,1142735,2008-11-09,2010-06-13,2008,2010,Member of the Order of Australia,The Queen's Birthday 2010 Honours List,G,"For service to urban affairs, particularly through research, public discussion and policy development by the Australian Institute of Urban Studies, to the Association of Former Members of Parliament, and to athletics.",Australian politician,1,2010-06-13,2010,2008,-581,-2,2008-W45,2010-W23,-83
Robert Somervaille,Male,Yes,AO,NSW,1992-06-07,1992,Pre,https://en.wikipedia.org/wiki/Robert_Somervaille,17313661,883171,2008-05-08,1992-06-07,2008,1992,Officer of the Order of Australia,The Queen's Birthday 1992 Honours List,G,AO/QB 1992 (GENERAL DIVISION) FOR SERVICE TO MEDIA AND TO THE AUSTRALIAN SPACE INDUSTRY. AM/AUST DAY 1984.,Australian businessman (1921-2008),1,2001-01-15,2001,2008,2670,7,2008-W19,2001-W03,381
Robert Southey (businessman),Male,Yes,AO,VIC,1993-06-12,1993,Pre,https://en.wikipedia.org/wiki/Robert_Southey_(businessman),47142123,869956,2015-07-03,1993-06-12,2015,1993,Officer of the Order of Australia,The Queen's Birthday 1993 Honours List,G,"AKA JOHN. AO/FOR SERVICE TO THE ARTS, PARTICULARLY THROUGH THE AUSTRALIAN BALLET FOUNDATION QUEENS B'DAY 1993 GD. CMG/QB 1970 VIC LIST",Australian businessman and politician,1,2001-01-15,2001,2015,5282,14,2015-W27,2001-W03,754
Robert Stable,Male,Yes,AM,QLD,2013-01-25,2013,Post,https://en.wikipedia.org/wiki/Robert_Stable,14890290,1146849,2007-12-26,2013-01-25,2007,2013,Member of the Order of Australia,Australia Day 2013 Honours List,G,For significant service to the community of Queensland through innovative and strategic management in the areas of tertiary education and health.,Australian doctor,1,2013-01-25,2013,2007,-1857,-6,2007-W52,2013-W04,-266
Robert Stanley Pontifex,Male,Yes,AM,SA,2016-01-25,2016,Post,https://en.wikipedia.org/wiki/Robert_Stanley_Pontifex,49222401,1152834,2016-01-26,2016-01-25,2016,2016,Member of the Order of Australia,Australia Day 2016 Honours List,G,"For significant service to the community of South Australia, particularly through support for the arts.","resident of North Adelaide, South Australia",1,2016-01-25,2016,2016,1,0,2016-W04,2016-W04,0
Robert Story (botanist),Male,Yes,OAM,ACT,1989-06-11,1989,Pre,https://en.wikipedia.org/wiki/Robert_Story_(botanist),43495439,878443,2014-08-07,1989-06-11,2014,1989,Medal of the Order of Australia,The Queen's Birthday 1989 Honours List,G,FOR SERVICE TO CONSERVATION AND NATIONAL PARKS,Australian botanist (1913-1999),1,2001-01-15,2001,2014,4952,13,2014-W32,2001-W03,707
Robert Street,Male,Yes,AO,WA,1985-01-25,1985,Pre,https://en.wikipedia.org/wiki/Robert_Street,42004722,881326,2014-02-21,1985-01-25,2014,1985,Officer of the Order of Australia,Australia Day 1985 Honours List,G,"AO. FOR SERVICE TO LEARNING, PARTICULARLY AS VICE CHANCELLOR OF THE UNIVERSITY OF WESTERN AUSTRALIA. AUST DAY 1985",British-Australian physicist,1,2001-01-15,2001,2014,4785,13,2014-W08,2001-W03,683
Robert Taylor (Australian actor),Male,Yes,OAM,VIC,2019-01-25,2019,Post,https://en.wikipedia.org/wiki/Robert_Taylor_(Australian_actor),5857368,2002862,2006-07-07,2019-01-25,2006,2019,Medal of the Order of Australia,Australia Day 2019 Honours List,G,For service to the community of St Kilda.,Australian actor,1,2019-01-25,2019,2006,-4585,-13,2006-W27,2019-W04,-655
Robert Tickner,Male,Yes,AO,NSW,2017-06-11,2017,Post,https://en.wikipedia.org/wiki/Robert_Tickner,14933190,1769715,2007-12-29,2017-06-11,2007,2017,Officer of the Order of Australia,The Queen's Birthday 2017 Honours List,G,"For distinguished service to the community through leadership roles with the Australian Red Cross, and to the Parliament of Australia.",Australian politician,1,2017-06-11,2017,2007,-3452,-10,2007-W52,2017-W23,-494
Robert Wade (watercolour artist),Male,Yes,OAM,VIC,2003-01-25,2003,Post,https://en.wikipedia.org/wiki/Robert_Wade_(watercolour_artist),8753092,1042882,2007-01-05,2003-01-25,2007,2003,Medal of the Order of Australia,Australia Day 2003 Honours List,NA,"For service to watercolour painting as an artist, educator and promoter of Australian art.",Australian artist,1,2003-01-25,2003,2007,1441,4,2007-W01,2003-W04,205
Robert Walls (admiral),Male,Yes,AO,Other,1987-06-07,1987,Pre,https://en.wikipedia.org/wiki/Robert_Walls_(admiral),50229515,878664,2016-04-19,1992-01-25,2016,1992,Officer of the Order of Australia,Australia Day 1992 Honours List,M,"FOR SERVICE TO THE ROYAL AUSTRALIAN NAVY, PARTICULARLY AS DIRECTOR GENERAL NAVAL POLICY AND MARITIME DOCTRINE.",Australian admiral,2,2001-01-15,2001,2016,5573,15,2016-W16,2001-W03,796
Robert Williamson (geneticist),Male,Yes,AO,VIC,2004-01-25,2004,Post,https://en.wikipedia.org/wiki/Robert_Williamson_(geneticist),58127707,1055963,2018-08-13,2004-01-25,2018,2004,Officer of the Order of Australia,Australia Day 2004 Honours List,NA,"For service as a biomedical research scientist in the field of human genetics, as an educator and administrator, and as a major contributor to the debate on ethical issues related to genetics practice.",Australian molecular biologist,1,2004-01-25,2004,2018,5314,14,2018-W33,2004-W04,759
Robert Woodward (architect),Male,Yes,AM,NSW,1987-01-25,1987,Pre,https://en.wikipedia.org/wiki/Robert_Woodward_(architect),26562713,869608,2010-03-16,1987-01-25,2010,1987,Member of the Order of Australia,Australia Day 1987 Honours List,G,"AM AD87. FOR SERVICE TO ARCHITECURE, PARTICULARLY IN THE FIELD OF FOUNTAIN DESIGN",Australian architect and hurdler,1,2001-01-15,2001,2010,3347,9,2010-W11,2001-W03,478
Robert de Castella,Male,Yes,AO,ACT,2014-01-25,2014,Post,https://en.wikipedia.org/wiki/Robert_de_Castella,1131264,1148831,2004-11-04,2014-01-25,2004,2014,Officer of the Order of Australia,Australia Day 2014 Honours List,G,"For distinguished service to the community through programs promoting children's health and fitness, as a supporter and mentor of young Indigenous men and women, and to marathon running.",Australian long distance runner,1,2014-01-25,2014,2004,-3369,-10,2004-W45,2014-W04,-482
Roberta McRae,Female,Yes,OAM,ACT,1990-01-25,1990,Pre,https://en.wikipedia.org/wiki/Roberta_McRae,28278458,871732,2010-08-07,1990-01-25,2010,1990,Medal of the Order of Australia,Australia Day 1990 Honours List,G,MEDAL/AUST DAY 1990. FOR SERVICE TO MIGRANT ASSISTANCE,"Australian politician, teacher, lawyer, academic",1,2001-01-15,2001,2010,3491,9,2010-W31,2001-W03,498
Roberta Shepherd,Female,Yes,AO,NSW,2018-06-10,2018,Post,https://en.wikipedia.org/wiki/Roberta_Shepherd,55504852,2001629,2017-10-11,2018-06-10,2017,2018,Officer of the Order of Australia,The Queen's Birthday 2018 Honours List,G,"For distinguished service to education, specifically to paediatric physiotherapy and stroke rehabilitation, as an academic and author, and to professional medical bodies.",Australian physiotherapist,1,2018-06-10,2018,2017,-242,-1,2017-W41,2018-W23,-35
Robie Porter,Male,Yes,OAM,NSW,2017-06-11,2017,Post,https://en.wikipedia.org/wiki/Robie_Porter,8312215,1770205,2006-12-07,2017-06-11,2006,2017,Medal of the Order of Australia,The Queen's Birthday 2017 Honours List,G,"For service to the music industry as a producer, writer and performer.",Australian musician,1,2017-06-11,2017,2006,-3839,-11,2006-W49,2017-W23,-549
Robin Batterham,Male,Yes,AO,VIC,2004-01-25,2004,Post,https://en.wikipedia.org/wiki/Robin_Batterham,19549787,1055925,2008-10-01,2004-01-25,2008,2004,Officer of the Order of Australia,Australia Day 2004 Honours List,NA,"For service to science, engineering and technology through promoting collaboration, excellence and innovation to enable Australian industry to remain internationally competitive and innovative.","Chief Scientist of Australia, 1999 to 2006",1,2004-01-25,2004,2008,1711,4,2008-W40,2004-W04,244
Robin Creyke,Female,Yes,AO,ACT,2018-06-10,2018,Post,https://en.wikipedia.org/wiki/Robin_Creyke,61739689,2001528,2019-09-10,2018-06-10,2019,2018,Officer of the Order of Australia,The Queen's Birthday 2018 Honours List,G,"For distinguished service to administrative law, and to education, as an academic and author, to public administration and tribunal practice, and to professional bodies.",Australian legal academic,1,2018-06-10,2018,2019,457,1,2019-W37,2018-W23,65
Robin Dalton,Female,Yes,AM,Other,2013-06-09,2013,Post,https://en.wikipedia.org/wiki/Robin_Dalton,59297941,1147790,2018-12-07,2013-06-09,2018,2013,Member of the Order of Australia,The Queen's Birthday 2013 Honours List,G,"For significant service to the film industry as a producer, literary agent and author, and as a mentor to emerging actors and writers.","Australian literary agent, film producer, and memoirist (1920–2022)",1,2013-06-09,2013,2018,2007,5,2018-W49,2013-W23,286
Robin Hughes (filmmaker),Female,Yes,AO,NSW,1993-01-25,1993,Pre,https://en.wikipedia.org/wiki/Robin_Hughes_(filmmaker),61793130,883132,2019-09-17,1993-01-25,2019,1993,Officer of the Order of Australia,Australia Day 1993 Honours List,G,For service to film making and broadcasting.,Australian filmmaker,1,2001-01-15,2001,2019,6819,18,2019-W38,2001-W03,974
Robin Morrow,Male,Yes,AM,NSW,2014-01-25,2014,Post,https://en.wikipedia.org/wiki/Robin_Morrow,26745607,1148948,2010-03-29,2014-01-25,2010,2014,Member of the Order of Australia,Australia Day 2014 Honours List,G,"For significant service to children's literature, and through leadership roles with a range of professional associations.",Australian writer and academic,1,2014-01-25,2014,2010,-1398,-4,2010-W13,2014-W04,-200
Robin Warren,Male,Yes,AC,WA,2007-01-25,2007,Post,https://en.wikipedia.org/wiki/Robin_Warren,1012234,1133681,2004-09-24,2007-01-25,2004,2007,Companion of the Order of Australia,Australia Day 2007 Honours List,G,"For service to medicine and to medical research, particularly through the discovery of the bacterium Helicobacter Pylori and its role in gastritis and peptic ulcer disease.",Australian microbiologist and Nobel Laureate,1,2007-01-25,2007,2004,-853,-3,2004-W39,2007-W04,-122
Robyn Alders,Female,Yes,AO,NSW,2011-01-25,2011,Post,https://en.wikipedia.org/wiki/Robyn_Alders,44260095,1143409,2014-10-31,2011-01-25,2014,2011,Officer of the Order of Australia,Australia Day 2011 Honours List,G,"For distinguished service to veterinary science as a researcher and educator, to the maintenance of food security in developing countries through livestock management and disease control programs, and to the Australian poultry industry.",Veterinary scientist,1,2011-01-25,2011,2014,1375,3,2014-W44,2011-W04,196
Robyn Archer,Female,Yes,AO,NSW,2000-06-11,2000,Pre,https://en.wikipedia.org/wiki/Robyn_Archer,10692160,1136563,2007-04-16,2000-06-11,2007,2000,Officer of the Order of Australia,The Queen's Birthday 2000 Honours List,G,"For service to the development of cultural life within Australia and its resultant international recognition, through her contribution as an artistic director, performer and writer.",Australian actor and director,1,2001-01-15,2001,2007,2282,6,2007-W16,2001-W03,326
